age,workclass,education,marital_status,occupation,race,sex,hours_per_week,native_country,greater_than_50k,greater_than_50k_num
28,Private,HS-grad,Divorced,Other-service,Black,Male,35,United-States,<=50K,0
32,self-employ,Some-college,Married,Exec-managerial,White,Male,55,United-States,>50K,1
20,Private,HS-grad,Never-married,Adm-clerical,Black,Female,30,United-States,<=50K,0
21,government,Some-college,Never-married,Tech-support,White,Female,50,United-States,<=50K,0
24,Private,Bachelors,Never-married,Exec-managerial,White,Male,45,United-States,<=50K,0
44,Private,Assoc,Married,Transport-moving,White,Female,25,United-States,<=50K,0
30,Private,Some-college,Separated,Sales,Black,Female,16,United-States,<=50K,0
31,Private,less-HS,Divorced,Other-service,White,Female,40,United-States,<=50K,0
33,Private,less-HS,Married,Craft-repair,White,Male,40,United-States,<=50K,0
33,Private,Some-college,Married,Sales,White,Male,20,United-States,<=50K,0
54,Private,Some-college,Married,Prof-specialty,White,Male,40,United-States,>50K,1
33,Private,Some-college,Married,Transport-moving,Black,Male,50,United-States,>50K,1
55,Private,Assoc,Married,Adm-clerical,White,Male,40,United-States,<=50K,0
39,Private,Bachelors,Divorced,Exec-managerial,White,Male,50,United-States,<=50K,0
34,Private,HS-grad,Married,Machine-op-inspct,White,Female,40,United-States,<=50K,0
19,Private,Some-college,Never-married,Adm-clerical,White,Female,20,United-States,<=50K,0
31,Private,HS-grad,Never-married,Exec-managerial,White,Male,40,United-States,<=50K,0
24,Private,Assoc,Never-married,Prof-specialty,Black,Male,20,United-States,<=50K,0
53,self-employ,Doctorate,Married,Exec-managerial,White,Male,70,United-States,>50K,1
20,Private,HS-grad,Married,Adm-clerical,White,Male,50,United-States,<=50K,0
39,government,HS-grad,Divorced,Adm-clerical,White,Female,40,United-States,<=50K,0
51,Private,HS-grad,Married,Craft-repair,White,Male,40,United-States,<=50K,0
22,Private,HS-grad,Never-married,Other-service,White,Female,24,United-States,<=50K,0
33,Private,less-HS,Divorced,Machine-op-inspct,Black,Female,40,United-States,<=50K,0
41,Private,Bachelors,Married,Prof-specialty,White,Male,40,United-States,>50K,1
54,Private,Some-college,Divorced,Craft-repair,White,Female,48,United-States,<=50K,0
41,Private,Assoc,Married,Craft-repair,White,Male,43,United-States,>50K,1
68,self-employ,Some-college,Married,Sales,White,Male,40,United-States,>50K,1
35,Private,Some-college,Married,Adm-clerical,White,Female,27,United-States,<=50K,0
25,Private,Bachelors,Never-married,Tech-support,White,Female,50,United-States,<=50K,0
52,government,Assoc,Divorced,Other-service,White,Female,30,United-States,<=50K,0
42,Private,Some-college,Divorced,Prof-specialty,White,Female,20,United-States,<=50K,0
39,Private,Some-college,Never-married,Craft-repair,Black,Male,40,United-States,<=50K,0
19,Private,Some-college,Never-married,Adm-clerical,White,Male,40,United-States,<=50K,0
32,government,Bachelors,Divorced,Prof-specialty,White,Female,35,United-States,<=50K,0
34,Private,Some-college,Never-married,Adm-clerical,White,Male,40,United-States,<=50K,0
42,government,Bachelors,Married,Prof-specialty,White,Female,45,United-States,>50K,1
38,Private,Bachelors,Married,Exec-managerial,White,Male,63,United-States,>50K,1
60,government,HS-grad,Never-married,Adm-clerical,Black,Female,40,United-States,<=50K,0
23,Private,HS-grad,Divorced,Handlers-cleaners,White,Male,44,United-States,<=50K,0
36,Private,Assoc,Never-married,Prof-specialty,Black,Female,38,United-States,<=50K,0
69,Private,less-HS,Married,Other-service,White,Male,20,United-States,<=50K,0
44,Private,HS-grad,Never-married,Other-service,White,Male,40,United-States,<=50K,0
56,self-employ,Some-college,Married,Craft-repair,White,Male,50,United-States,>50K,1
22,government,Some-college,Married,Tech-support,White,Male,20,United-States,<=50K,0
28,Private,HS-grad,Never-married,Transport-moving,White,Male,40,United-States,<=50K,0
30,Private,HS-grad,Never-married,Adm-clerical,White,Female,40,United-States,<=50K,0
21,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,20,United-States,<=50K,0
21,Private,Some-college,Never-married,Other-service,White,Male,57,United-States,<=50K,0
43,government,Bachelors,Divorced,Prof-specialty,White,Female,48,United-States,<=50K,0
54,self-employ,Bachelors,Divorced,Farming-fishing,White,Male,50,United-States,>50K,1
33,Private,Masters,Never-married,Exec-managerial,White,Female,40,United-States,<=50K,0
51,government,Masters,Married,Prof-specialty,White,Male,45,United-States,<=50K,0
42,Private,HS-grad,Divorced,Machine-op-inspct,White,Male,55,United-States,<=50K,0
69,Private,less-HS,Married,Transport-moving,White,Male,60,United-States,>50K,1
44,Private,Some-college,Divorced,Craft-repair,White,Male,42,United-States,<=50K,0
26,Private,Assoc,Never-married,Prof-specialty,White,Female,40,United-States,<=50K,0
29,Private,Bachelors,Married,Exec-managerial,White,Male,40,United-States,>50K,1
35,Private,HS-grad,Never-married,Other-service,White,Male,50,United-States,<=50K,0
59,Private,Some-college,Divorced,Prof-specialty,White,Male,40,United-States,<=50K,0
31,Private,Some-college,Never-married,Adm-clerical,White,Male,40,United-States,<=50K,0
36,government,Bachelors,Divorced,Prof-specialty,White,Female,40,United-States,<=50K,0
48,self-employ,less-HS,Married,Craft-repair,White,Male,50,United-States,>50K,1
42,Private,HS-grad,Divorced,Farming-fishing,White,Male,44,United-States,<=50K,0
40,Private,less-HS,Divorced,Machine-op-inspct,White,Female,35,United-States,<=50K,0
39,Private,Masters,Never-married,Prof-specialty,White,Male,40,United-States,<=50K,0
48,government,Some-college,Married,Protective-serv,White,Male,40,United-States,>50K,1
59,government,less-HS,Married,Transport-moving,White,Male,40,United-States,<=50K,0
66,government,less-HS,Married,Craft-repair,White,Male,40,United-States,<=50K,0
53,Private,HS-grad,Divorced,Transport-moving,White,Male,40,United-States,<=50K,0
55,government,Some-college,Married,Prof-specialty,White,Male,40,United-States,>50K,1
35,Private,HS-grad,Married,Craft-repair,White,Male,40,United-States,<=50K,0
40,government,Some-college,Divorced,Exec-managerial,Black,Female,40,United-States,<=50K,0
54,Private,less-HS,Married,Machine-op-inspct,White,Male,60,United-States,<=50K,0
25,Private,HS-grad,Never-married,Sales,White,Male,42,United-States,<=50K,0
33,Private,less-HS,Divorced,Craft-repair,White,Male,55,United-States,<=50K,0
27,Private,Bachelors,Never-married,Sales,White,Female,40,United-States,<=50K,0
17,Private,less-HS,Never-married,Sales,White,Female,12,United-States,<=50K,0
65,government,less-HS,Divorced,Craft-repair,White,Male,40,United-States,<=50K,0
34,government,HS-grad,Married,Protective-serv,White,Male,50,United-States,<=50K,0
44,government,Masters,Married,Prof-specialty,Black,Male,60,United-States,>50K,1
17,Private,less-HS,Never-married,Other-service,White,Female,21,United-States,<=50K,0
41,Private,Assoc,Separated,Craft-repair,White,Male,30,United-States,<=50K,0
26,Private,Bachelors,Married,Craft-repair,White,Male,40,United-States,>50K,1
35,Private,less-HS,Married,Craft-repair,White,Male,40,United-States,<=50K,0
25,Private,HS-grad,Married,Handlers-cleaners,White,Male,40,United-States,<=50K,0
19,Private,Some-college,Never-married,Other-service,White,Male,14,United-States,<=50K,0
35,government,HS-grad,Divorced,Prof-specialty,White,Female,40,United-States,<=50K,0
44,Private,Bachelors,Never-married,Adm-clerical,White,Female,37,United-States,<=50K,0
35,Private,Bachelors,Divorced,Sales,White,Female,65,United-States,<=50K,0
37,Private,HS-grad,Married,Exec-managerial,White,Male,46,United-States,>50K,1
30,Private,Some-college,Divorced,Exec-managerial,White,Female,40,United-States,<=50K,0
34,Private,HS-grad,Divorced,Other-service,White,Female,36,United-States,<=50K,0
22,Private,Some-college,Separated,Sales,White,Female,43,United-States,<=50K,0
24,Private,HS-grad,Never-married,Machine-op-inspct,White,Female,40,United-States,<=50K,0
63,Private,Some-college,Married,Prof-specialty,White,Male,16,United-States,<=50K,0
39,self-employ,Masters,Married,Exec-managerial,White,Male,60,United-States,>50K,1
31,Private,HS-grad,Married,Other-service,White,Male,40,United-States,<=50K,0
20,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,40,United-States,<=50K,0
40,Private,Some-college,Married,Sales,White,Male,40,United-States,<=50K,0
37,Private,less-HS,Married,Craft-repair,White,Male,50,United-States,<=50K,0
37,Private,Assoc,Never-married,Other-service,White,Female,30,United-States,<=50K,0
19,Private,HS-grad,Never-married,Transport-moving,White,Male,40,United-States,<=50K,0
20,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,45,United-States,<=50K,0
44,Private,Some-college,Married,Exec-managerial,White,Female,60,United-States,<=50K,0
35,government,HS-grad,Never-married,Tech-support,White,Male,40,United-States,<=50K,0
52,self-employ,Masters,Married,Exec-managerial,White,Male,60,United-States,>50K,1
39,Private,less-HS,Married,Transport-moving,White,Male,25,United-States,<=50K,0
51,Private,Some-college,Divorced,Exec-managerial,White,Female,40,United-States,<=50K,0
41,Private,HS-grad,Married,Transport-moving,White,Male,40,United-States,<=50K,0
38,Private,HS-grad,Never-married,Craft-repair,White,Male,40,United-States,<=50K,0
26,Private,Bachelors,Never-married,Prof-specialty,White,Male,50,United-States,>50K,1
37,Private,Masters,Divorced,Exec-managerial,White,Male,60,United-States,>50K,1
36,Private,less-HS,Never-married,Craft-repair,White,Male,40,United-States,<=50K,0
30,government,HS-grad,Married,Protective-serv,White,Male,40,United-States,>50K,1
51,government,less-HS,Separated,Other-service,White,Female,40,United-States,<=50K,0
31,Private,Bachelors,Never-married,Adm-clerical,White,Female,40,United-States,<=50K,0
41,Private,less-HS,Divorced,Other-service,White,Male,40,United-States,<=50K,0
31,Private,Bachelors,Never-married,Exec-managerial,White,Male,55,United-States,<=50K,0
24,Private,HS-grad,Never-married,Sales,White,Female,55,United-States,<=50K,0
23,Private,HS-grad,Married,Craft-repair,White,Male,38,United-States,<=50K,0
20,Private,HS-grad,Married,Handlers-cleaners,White,Male,60,United-States,<=50K,0
19,Private,Some-college,Never-married,Sales,White,Male,20,United-States,<=50K,0
22,Private,HS-grad,Never-married,Sales,White,Male,20,United-States,<=50K,0
45,Private,HS-grad,Divorced,Adm-clerical,White,Female,40,United-States,<=50K,0
45,self-employ,Prof-school,Married,Prof-specialty,White,Male,35,United-States,>50K,1
60,Private,Some-college,Married,Exec-managerial,White,Male,40,United-States,>50K,1
37,self-employ,HS-grad,Divorced,Farming-fishing,White,Male,56,United-States,<=50K,0
22,Private,Some-college,Never-married,Other-service,White,Male,40,United-States,<=50K,0
46,self-employ,HS-grad,Married,Farming-fishing,White,Male,35,United-States,<=50K,0
21,Private,Assoc,Never-married,Tech-support,White,Female,30,United-States,<=50K,0
42,self-employ,HS-grad,Divorced,Sales,White,Male,50,United-States,<=50K,0
18,Private,less-HS,Never-married,Other-service,Black,Male,20,United-States,<=50K,0
66,government,HS-grad,Married,Exec-managerial,White,Male,20,United-States,<=50K,0
34,Private,Bachelors,Married,Farming-fishing,White,Male,50,United-States,>50K,1
55,Private,Some-college,Married,Transport-moving,White,Male,24,United-States,>50K,1
28,government,Prof-school,Married,Prof-specialty,White,Male,40,United-States,<=50K,0
45,Private,HS-grad,Divorced,Machine-op-inspct,White,Female,40,United-States,<=50K,0
30,Private,Some-college,Married,Tech-support,White,Male,50,United-States,>50K,1
28,self-employ,HS-grad,Married,Prof-specialty,White,Male,35,United-States,<=50K,0
23,government,HS-grad,Never-married,Other-service,Black,Male,40,United-States,<=50K,0
48,self-employ,Bachelors,Married,Exec-managerial,White,Male,40,United-States,>50K,1
18,Private,Some-college,Never-married,Sales,White,Female,40,United-States,<=50K,0
35,Private,Some-college,Married,Sales,White,Male,46,United-States,<=50K,0
49,Private,Bachelors,Divorced,Protective-serv,White,Male,40,United-States,<=50K,0
31,Private,Assoc,Divorced,Tech-support,White,Female,40,United-States,<=50K,0
53,Private,HS-grad,Divorced,Prof-specialty,White,Male,46,United-States,>50K,1
54,government,HS-grad,Married,Transport-moving,White,Male,40,United-States,<=50K,0
38,Private,Some-college,Separated,Other-service,White,Female,58,United-States,<=50K,0
31,Private,Assoc,Married,Sales,White,Male,60,United-States,<=50K,0
39,Private,HS-grad,Divorced,Sales,White,Female,40,United-States,<=50K,0
46,Private,Bachelors,Divorced,Prof-specialty,Black,Female,32,United-States,<=50K,0
49,Private,Bachelors,Married,Adm-clerical,White,Female,40,United-States,>50K,1
57,Private,Some-college,Never-married,Protective-serv,White,Male,40,United-States,<=50K,0
46,Private,HS-grad,Married,Transport-moving,Black,Male,40,United-States,<=50K,0
23,Private,Bachelors,Never-married,Prof-specialty,White,Male,40,United-States,<=50K,0
40,Private,Bachelors,Married,Prof-specialty,White,Male,40,United-States,>50K,1
34,Private,Bachelors,Never-married,Other-service,White,Female,35,United-States,<=50K,0
41,Private,HS-grad,Married,Craft-repair,White,Male,40,United-States,<=50K,0
34,Private,HS-grad,Married,Sales,White,Female,15,United-States,<=50K,0
47,Private,Bachelors,Married,Exec-managerial,White,Male,40,United-States,>50K,1
20,Private,Assoc,Never-married,Other-service,White,Male,40,United-States,<=50K,0
37,Private,HS-grad,Married,Craft-repair,White,Male,45,United-States,<=50K,0
39,self-employ,HS-grad,Divorced,Craft-repair,White,Male,60,United-States,<=50K,0
61,self-employ,less-HS,Married,Craft-repair,White,Male,20,United-States,<=50K,0
34,Private,HS-grad,Divorced,Transport-moving,White,Male,50,United-States,<=50K,0
41,Private,Some-college,Married,Craft-repair,White,Male,60,United-States,<=50K,0
31,Private,less-HS,Divorced,Transport-moving,White,Male,40,United-States,<=50K,0
48,Private,Some-college,Married,Craft-repair,White,Male,40,United-States,>50K,1
23,Private,Some-college,Never-married,Other-service,White,Male,30,United-States,<=50K,0
30,self-employ,Bachelors,Never-married,Exec-managerial,White,Male,43,United-States,<=50K,0
58,Private,HS-grad,Married,Exec-managerial,White,Male,40,United-States,>50K,1
35,Private,less-HS,Never-married,Sales,White,Male,45,United-States,<=50K,0
44,Private,Some-college,Never-married,Sales,White,Male,50,United-States,<=50K,0
63,Private,Masters,Divorced,Exec-managerial,White,Female,40,United-States,>50K,1
55,Private,Bachelors,Married,Exec-managerial,White,Male,48,United-States,>50K,1
33,government,Bachelors,Married,Prof-specialty,White,Male,40,United-States,<=50K,0
35,Private,Some-college,Married,Craft-repair,White,Male,40,United-States,<=50K,0
63,self-employ,Some-college,Widowed,Sales,White,Female,60,United-States,>50K,1
38,Private,Some-college,Married,Craft-repair,White,Male,48,United-States,>50K,1
17,Private,less-HS,Never-married,Other-service,White,Female,16,United-States,<=50K,0
20,Private,Some-college,Never-married,Prof-specialty,White,Female,10,United-States,<=50K,0
51,government,Some-college,Married,Prof-specialty,White,Male,40,United-States,>50K,1
31,Private,HS-grad,Never-married,Adm-clerical,Black,Male,40,United-States,<=50K,0
49,Private,Masters,Married,Exec-managerial,White,Male,45,United-States,>50K,1
19,Private,HS-grad,Never-married,Other-service,White,Female,45,United-States,<=50K,0
53,Private,HS-grad,Married,Transport-moving,White,Male,60,United-States,>50K,1
38,Private,Bachelors,Married,Exec-managerial,White,Male,50,United-States,>50K,1
44,Private,Bachelors,Married,Exec-managerial,White,Male,40,United-States,>50K,1
60,Private,Doctorate,Never-married,Prof-specialty,White,Female,65,United-States,>50K,1
30,Private,Bachelors,Married,Exec-managerial,White,Male,45,United-States,>50K,1
45,Private,Bachelors,Divorced,Sales,White,Male,60,United-States,>50K,1
33,Private,Bachelors,Married,Exec-managerial,White,Male,45,United-States,<=50K,0
18,Private,less-HS,Never-married,Sales,White,Male,20,United-States,<=50K,0
38,self-employ,Bachelors,Married,Exec-managerial,White,Male,80,United-States,>50K,1
26,self-employ,Some-college,Married,Sales,White,Male,55,United-States,<=50K,0
31,Private,Some-college,Married,Craft-repair,White,Male,40,United-States,<=50K,0
48,Private,Some-college,Divorced,Sales,White,Male,45,United-States,<=50K,0
22,Private,Some-college,Never-married,Craft-repair,White,Male,40,United-States,<=50K,0
34,Private,Some-college,Never-married,Sales,Black,Female,35,United-States,<=50K,0
