post_code,seq_key,fips,pub_seq,lib_code,name,addr,city,zip,zip4,phone,service_pop,num_main,num_branch,num_bookmobile,num_other,fte_lib_ms,fte_lib,fte_other,fte_tot,inc_local,inc_state,inc_fed,inc_other,inc_total,opx_sal,opx_ben,opx_tot_st,opx_tot_cl,opx_oth,opx_total,cap_outlay,col_books,col_audio,col_film,col_video,col_c_serial,pshours,attendance,reference_trans,circulation,ill_out,ill_in
NM,0017,35,0017,NM0017,Mother Whiteside Memorial Library,525 West High,Grants,87020,2554,5052874793,8520,1,0,0,0,1,2,2,4,81913,2126,0,6859,90898,50780,12775,63555,5196,15763,84514,5192,16738,314,0,0,31,2236,NA,NA,22596,1,347
NM,0018,35,0018,NM0018,Hatch Public Library,P.O. Box 289,Hatch,87937,0289,5052675132,1120,1,0,0,0,0,1,0.38,1.38,9722,4063,5500,9176,28461,7711,1266,8977,12571,4539,26087,2374,12616,245,0,0,23,1664,5824,156,16006,0,128
NM,0019,35,0019,NM0019,Hobbs Public Library,509 N. Shipp,Hobbs,88240,5799,5053972451,34870,1,0,0,0,2,6,9.4,15.4,415614,21820,0,19467,456901,252451,48322,300773,72059,81252,454084,2817,80419,1560,767,280,204,3276,122252,11284,190888,844,1136
NM,0020,35,0020,NM0020,Woolworth Community Library,P.O. Box 1249,Jal,88252,1249,5053953268,2740,1,0,0,0,1,1,2.5,3.5,5000,2241,0,385376,392617,110152,14036,124188,58967,76484,259639,132889,32543,1499,130,829,202,2834,51480,2080,21278,1,100
NM,0021,35,0021,NM0021,Pueblo of Laguna Library,P.O. Box 194,Laguna,87026,0194,5055526280,3791,1,0,0,0,0,1,0,1,17300,4592,0,0,21892,12300,2500,14800,6192,900,21892,0,5507,350,0,15,35,2080,5200,364,3259,50,25
NM,0022,35,0022,NM0022,Thomas Brannigan Memorial Library,200 E. Picacho Ave.,Las Cruces,88001,3499,5055261047,128800,1,0,2,0,5,7.5,15,22.5,725343,44440,0,34328,804111,374659,90489,465148,161037,172885,799070,5042,123427,3582,0,91,440,6188,288808,29952,292050,1113,106
NM,0023,35,0023,NM0023,Carnegie Public Library,500 National Ave.,Las Vegas,87701,3722,5054541401,15620,1,0,0,0,0,2,5.2,7.2,163856,3328,20912,7179,195275,97853,32671,130524,23935,23247,177706,3152,50039,257,1,84,100,2184,41392,4472,84047,479,277
NM,0024,35,0024,NM0024,Lordsburg-Hidalgo Library,208 E. Third St.,Lordsburg,88045,1955,5055429646,3030,1,0,0,0,0,0.72,1.25,1.97,48800,2236,0,2726,53762,26979,0,26979,7230,22450,56659,1836,17371,515,65,40,83,1404,15808,312,19327,0,112
NM,0025,35,0025,NM0025,Los Alamos County Library,1742 Central Ave.,Los Alamos,87544,3094,5056628240,19200,1,1,0,0,1,5.75,21.85,27.6,952660,10889,0,4380,967929,525951,103095,629046,146737,161710,937493,10255,125154,7468,961,1241,408,6864,310336,13936,344106,1518,1975
NM,0026,35,0026,NM0026,Los Lunas Community Library,P.O. Box 1209,Los Lunas,87031,1209,5058656779,5420,1,0,0,0,0,1,1,2,57710,10205,0,85,68000,34886,5573,40459,17874,17926,76259,73797,26000,325,0,25,35,2080,NA,3900,105000,20,150
NM,0027,35,0027,NM0027,Lovington Public Library,103 N. First,Lovington,88260,4097,5053963114,11800,1,0,0,0,0,2.5,2,4.5,108194,15077,0,0,123271,78116,0,78116,27851,15304,121271,2000,47159,502,386,140,44,2444,NA,NA,78571,431,945
NM,0028,35,0028,NM0028,Portales Public Library,218 S. Avenue B,Portales,88130,6299,5053563940,10180,1,0,0,0,1,3,1,4,99888,6891,0,785,107564,51852,9338,61190,15736,21483,98409,7051,37661,343,0,68,93,2288,35880,3900,123409,42,25
NM,0029,35,0029,NM0029,Arthur Johnson Memorial Library,244 Cook Avenue,Raton,87740,3931,5054559711,8460,1,0,0,0,0,1.9,1.6,3.5,70907,6333,9100,18483,104823,50314,9925,60239,16610,13974,90823,250,34600,183,88,48,90,2496,29692,7436,70274,347,411
NM,0030,35,0030,NM0030,Rio Rancho Public Library,3900 Southern Blvd.,Rio Rancho,87124,0142,5058921717,26520,1,0,0,0,1,3.75,4,7.75,180595,25952,6459,20509,233515,125448,17860,143308,49638,17685,210631,7834,27778,37,0,40,96,1820,NA,NA,108020,0,1012
NM,0031,35,0031,NM0031,Roswell Public Library,301 N. Pennslvania Ave.,Roswell,88201,4695,5056223400,44110,1,0,0,0,1,6.5,14.18,20.68,613954,21521,0,71194,706669,337984,103879,441863,148028,111990,701881,4788,80353,2800,55,802,160,3016,240084,21024,375080,1290,241
NM,0032,35,0032,NM0032,Ruidoso Public Library,P.O. Box 3539,Ruidoso,88345,3539,5052574335,5260,1,0,0,0,0,2,2,4,142743,14935,15000,3095,175773,64846,12048,76894,22990,22375,122259,53514,29747,1030,0,82,66,2704,NA,NA,51466,0,311
NM,0033,35,0033,NM0033,Santa Fe Public Library,145 Washington Ave.,Santa Fe,87501,2017,5059846780,91900,1,2,0,0,7,14.5,27,41.5,1175869,5329,17900,43109,1242207,685265,194005,879270,155211,129395,1163876,11993,206140,3489,261,500,475,3328,627432,44772,437262,772,1333
NM,0034,35,0034,NM0034,Moise Memorial Library,208 Fifth St.,Santa Rosa,88435,2329,5054723101,2410,1,0,0,0,0,1,1,2,40569,3715,0,3500,47784,21810,3075,24885,6008,10653,41546,1487,7558,32,19,74,37,2236,NA,1040,13663,0,129
NM,0035,35,0035,NM0035,Silver City Public Library,515 W. College Ave.,Silver City,88061,5097,5055383672,11190,1,0,0,0,1,3,5,8,210830,15151,4600,4686,235267,128368,23203,151571,43775,30435,225781,0,40299,421,0,128,66,2704,125164,5980,123674,2,284
NM,0036,35,0036,NM0036,Socorro Public Library,401 Park St.,Socorro,87801,4543,5058351114,8120,1,0,0,0,1,3,3.33,6.33,136878,4917,0,17480,159275,77756,6994,84750,14005,32921,131676,14679,26071,1145,35,385,102,2834,48724,NA,58565,0,856
NM,0037,35,0037,NM0037,Fred Macaron Library,P.O. Box 726,Springer,87747,0726,5054832848,1660,1,0,0,0,0,0.8,0.3,1.1,12500,4161,0,228,16889,7484,916,8400,3641,3613,15654,0,8269,20,0,0,14,1300,3380,NA,6513,0,19
NM,0038,35,0038,NM0038,Harwood Public Library,25 Ledoux,Taos,87571,0766,5057583063,3670,1,0,0,0,0,3,5.6,8.6,197367,6329,0,16855,220551,104074,32075,136149,16047,48675,200871,9543,37473,51,2,164,81,2444,NA,NA,68733,1,451
NM,0039,35,0039,NM0039,Truth or Consequences Public Library,P.O. Box 311,Truth or Cons,87901,0311,5058943027,5880,1,1,0,0,1,2,1.87,3.87,84274,4208,13400,2013,103895,49228,11732,60960,28310,12543,101813,0,34010,598,1,9,76,2756,50076,1144,73782,5,982
NM,0040,35,0040,NM0040,Tucumcari Public Library,602 S. Second St.,Tucumcari,88401,2899,5054610295,7630,1,0,0,0,0,2,2,4,126651,10837,0,0,137488,49497,17935,67432,12210,46100,125742,0,25975,418,123,38,60,2288,NA,NA,44402,0,345
NM,0041,35,0041,NM0041,Zuni Public Library,P.O. Box 339,Zuni,87327,0339,5057825630,6291,1,0,0,0,0,2,1,3,31251,7207,53095,0,91553,21617,2831,24448,19970,27158,71576,0,4586,503,0,183,49,2340,8268,416,4607,0,19
NM,0042,35,0042,NM0042,Angel Fire Community Library,P.O. Box 223,Angel Fire,87718,0233,5053776180,80,1,0,0,0,0,0,0,0,1500,843,0,285,2628,0,0,0,2080,408,2488,0,3284,0,0,0,2,728,780,NA,1645,0,4
NM,0043,35,0043,NM0043,Bayard Public Library,525 Central Box U,Bayard,88023,0440,5055376244,2810,1,0,0,0,0,0.3,0,0.3,7231,206,0,500,7937,2505,0,2505,1237,4195,7937,0,13710,13,0,0,0,1040,3952,260,5196,0,0
NM,0044,35,0044,NM0044,Bosque Farms Community Library,1455 West Bosque Loop,Bosque Farms,87068,9702,5058692227,3790,1,0,0,0,0,0.6,0.4,1,17341,635,0,5568,23544,11104,0,11104,2442,4363,17909,5635,8744,0,0,0,0,1560,NA,NA,13340,0,5
NM,0045,35,0045,NM0045,Pueblo de Cochiti Community Library,P.O. Box 70,Cochiti Pueblo,87041,0070,5054652244,839,1,0,0,0,0,1,1,2,5000,0,0,0,5000,4000,560,4560,360,0,4920,0,4700,243,0,23,0,2080,10400,1040,840,0,0
NM,0046,35,0046,NM0046,Columbus Village Library,P.O. Box 350,Columbus,88029,0350,5055312663,470,1,0,0,0,0,0,0,0,500,834,0,145,1479,0,0,0,1108,249,1357,0,9137,0,0,0,8,624,NA,NA,1763,0,10
NM,0047,35,0047,NM0047,Corrales Community Library,La Entrada Road,Corrales,87048,1899,5058970733,3310,1,0,0,0,0,1,0.3,1.3,54804,6272,0,6355,67431,24542,2712,27254,16832,12106,56192,0,17480,245,0,74,70,2210,20800,520,18369,0,125
NM,0048,35,0048,NM0048,Cuba Community Library,P.O. Box 638,Cuba,87013,0638,5052893100,710,1,0,0,0,0,0.75,0,0.75,21616,1189,0,0,22805,5848,2506,8354,3686,1594,13634,8919,9205,42,0,0,22,1300,5460,1040,7415,0,183
NM,0049,35,0049,NM0049,Dexter Public Library,P.O. Box 249,Dexter,88230,0248,5057345482,1040,1,0,0,0,0,0,0.25,0.25,4996,1318,0,171,6485,2967,1271,4238,1918,329,6485,0,6348,0,0,0,14,2080,NA,NA,1477,0,0
NM,0050,35,0050,NM0050,Eagle Nest Public Library,P.O. Box 168,Eagle Nest,87718,0168,5053772486,240,1,0,0,0,0,0.5,0,0.5,7120,1373,0,192,8685,3875,0,3875,2351,2459,8685,0,3276,40,0,355,1,1040,676,NA,2064,0,10
NM,0051,35,0051,NM0051,El Rito Public Library,P.O. Box 237,El Rito,87530,0237,0000000000,1250,1,0,0,0,0,0.22,0,0.22,800,993,0,1375,3168,644,276,920,1370,90,2380,0,8000,29,0,119,10,624,NA,NA,3110,0,60
NM,0052,35,0052,NM0052,Estancia Public Library,P.O. Box 167,Estancia,87106,1629,5053842708,830,1,0,0,0,0,0.35,0,0.35,1900,834,1863,2850,7447,1854,202,2056,3879,950,6885,0,9604,394,0,5,10,728,5044,832,10189,0,89
NM,0053,35,0053,NM0053,Glenwood Community Library,P.O. Box 144,Glenwood,88039,0144,5055392598,0,1,0,0,0,0,0.35,0,0,128,0,0,191,319,0,0,0,0,128,128,0,4779,0,0,0,0,416,520,52,1729,0,0
NM,0054,35,0054,NM0054,Jemez Springs Community Library,P.O. Box 597,Jemez Springs,87025,0597,5058293540,380,1,0,0,0,0,0.35,0,0.35,6453,1084,0,200,7737,3866,0,3866,1506,1088,6460,893,12762,256,0,0,0,728,2080,1820,3783,0,77
NM,0056,35,0056,NM0056,Mescalero Community Center Library,Box 176,Mescalero,88340,0176,5056714494,2101,1,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA
NM,0057,35,0057,NM0057,Moriarty Community Library,P.O. Box 67,Moriarty,87035,0067,5058326310,1620,1,0,0,0,0,0.65,0,0.65,11581,834,0,557,12972,3788,1623,5411,2632,133,8176,0,9054,0,0,0,4,1352,7540,NA,7825,0,9
NM,0058,35,0058,NM0058,Mountainair Civic Library,P.O. Box H,Mountainair,87036,0098,0000000000,1140,1,0,0,0,0,0.2,0,0.2,2994,834,0,632,4460,432,0,432,3316,625,4373,0,8034,0,0,0,4,416,NA,NA,3007,0,10
NM,0059,35,0059,NM0059,Navajo Community Library,P.O. Box 1296,Navajo,87328,1296,5057772598,3000,1,0,0,0,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA
NM,0060,35,0060,NM0060,Pojoaque Pueblo Library,Rt. 11 Box 71,Santa Fe,87501,9810,5054557511,94,1,0,0,0,0,0.75,0,0.75,18225,834,0,3500,22559,11475,0,11475,2363,6750,20588,129,1887,45,0,0,6,1560,1300,156,636,0,13
NM,0061,35,0061,NM0061,Red River Public Library,P.O. Box 1020,Red River,87558,1020,5057542272,350,1,0,0,0,0,0.52,0,0.52,28084,834,0,4535,33453,13582,0,13582,4568,4315,22465,250,4919,0,0,0,11,1092,NA,NA,12282,0,105
NM,0071,35,0071,NM0062,Village of Reserve Community Library,Box 587 Jake Scott Ave.,Reserve,87830,0587,5055336276,480,1,0,0,0,0,0,0,0,604,611,0,0,1215,0,0,0,1089,126,1215,0,3837,0,0,0,3,2340,NA,NA,NA,0,0
NM,0064,35,0064,NM0063,Santa Clara Pueblo Community Library,P.O. Box 580,Espanola,87532,0580,5057537326,371,1,0,0,0,0,1,2,3,0,2869,51995,0,54864,26508,1446,27954,17237,2382,47573,2477,4997,156,0,104,26,2340,10400,520,4152,0,0
NM,0063,35,0063,NM0064,San Juan Pueblo Community Library,P.O. Box 1099,San Juan Pueblo,87566,1099,5058524400,852,1,0,0,0,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA
NM,0065,35,0065,NM0065,Tatum Community Library,P.O. Box 156,Tatum,88267,0156,5053984822,910,1,0,0,0,0,0.6,0,0.6,9244,834,0,71,10149,7579,0,7579,1580,698,9857,0,5000,0,0,0,6,1248,3640,208,3908,0,58
NM,0066,35,0066,NM0066,Blessed Kateri Tekawitha Academy & Community,P.O. Box 909,Thoreau,87323,0909,5058627465,1099,1,0,0,0,1,1,0,1,0,834,0,4108,4942,0,0,0,3775,2805,6580,0,5403,277,0,77,64,2210,17108,364,5919,0,9
NM,0068,35,0068,NM0068,Truchas Community Center Library,P.O. Box 7,Truchas,87578,0007,5056892323,900,1,0,0,0,0,0.15,0,0.15,1504,834,0,242,2580,1504,0,1504,1076,0,2580,0,864,0,0,40,8,416,1040,468,40,0,0
NM,0069,35,0069,NM0069,Huntsinger Public Library,P.O. Box 68,Vaughn,88353,0068,0000000000,710,1,0,0,0,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA
NM,0070,35,0070,NM0070,Zia Enrichment Library,"Gen. Delivery, Zia Pueblo",San Ysidro,87053,9999,5058673304,524,1,0,0,0,0,1,0,1,1900,879,3629,0,6408,3337,251,3588,879,5208,9675,0,2388,1,0,0,7,2080,NA,NA,1270,0,0
NY,0002,36,0002,0000611830,SOUTHWORTH LIBRARY ASSOCIATION,24 WEST MAIN STREET P. O. BOX 45,DRYDEN,13053,,6078444782,1761,1,0,0,0,0,1,2.08,3.08,4210,0,0,54274,58484,19214,2831,22045,14020,71193,107258,1062,18320,808,0,233,53,1560,10400,600,34194,0,8
NY,0003,36,0003,0000631780,HILLVIEW FREE LIBRARY,LAKE SHORE DR-BOLTON RD PO BOX 95,DIAMOND POINT,12824,,5186683012,300,1,0,0,0,0,1,0,1,9400,0,0,2092,11492,3692,487,4179,1351,4362,9892,0,10563,0,0,0,24,468,780,25,1601,0,0
NY,0004,36,0004,0400300000,BROOKLYN PUBLIC LIBRARY,GRAND ARMY PLAZA,BROOKLYN,11238,,7187807803,2230844,1,59,0,0,251,272,646,918,32694737,5457187,800956,2026173,40979053,25657990,5568963,31226953,6187328,2422383,39836664,0,4862082,49302,5148,21062,18745,91312,6461156,3418051,8898599,14734,15375
NY,0005,36,0005,0800000000,BUFFALO & ERIE COUNTY PUBLIC   LIBRARY SYSTEM,LAFAYETTE SQUARE,BUFFALO,14203,,7168588900,1015472,1,15,2,5,102.9,102.9,260.8,363.7,15033070,2637089,187987,129601,17987747,7941533,1573453,9514986,1334739,6886651,17736376,412688,2772963,89964,3105,6460,6521,34632,511576,386936,1948573,32261,709
NY,0006,36,0006,0800140050,DENIO MEMORIAL LIBRARY,50 JOHN STREET,AKRON,14001,,7165422327,7231,1,0,0,0,1,1,1.3,2.3,8347,0,0,46698,55045,39245,4155,43400,8347,3298,55045,14429,13754,356,0,167,96,1560,17472,525,28526,31,177
NY,0007,36,0007,0800140100,EWELL FREE LIBRARY,13280 BROADWAY,ALDEN,14004,,7169377082,2488,1,0,0,0,0,1,1.7,2.7,7900,0,0,72652,80552,32757,9015,41772,7900,15880,65552,0,17955,220,0,130,51,1560,29796,2808,48395,0,449
NY,0008,36,0008,0800140240,ANGOLA PUBLIC LIBRARY,34 NORTH MAIN STREET,ANGOLA,14006,,7165491271,2292,1,0,0,0,0,1,1.5,2.5,7700,0,0,44332,52032,35785,3959,39744,7700,4588,52032,0,14989,207,0,81,47,1820,32032,4680,43238,2,448
NY,0009,36,0009,0800140770,BOSTON FREE LIBRARY,BOSTON STATE ROAD,BOSTON,14025,,7169413516,7687,1,0,0,0,0,0.96,1.08,2.04,6200,0,0,40289,46489,27263,5796,33059,6200,7231,46490,0,13161,324,0,396,53,1560,16536,5616,36372,300,215
NY,0010,36,0010,0800141300,CHEEKTOWAGA PUBLIC LIBRARY,2580 HARLEM ROAD,CHEEKTOWAGA,14225,,7168928089,109442,1,3,0,0,7.2,7.2,16.8,24,148580,0,0,682023,830603,514798,86918,601716,104555,124585,830856,0,129611,6086,0,2083,1060,8164,415740,54225,651616,330,2045
NY,0011,36,0011,0800141380,CLARENCE PUBLIC LIBRARY,9655 MAIN STREET,CLARENCE,14031,,7167596651,18146,1,0,0,0,2,2,3.95,5.95,22028,0,0,173624,195652,130851,26408,157259,22028,16365,195652,0,32565,1455,0,359,141,2340,98800,11960,132530,64,535
NY,0012,36,0012,0800141500,COLLINS FREE LIBRARY,MILL STREET,COLLINS,14034,,7165325129,5037,1,0,0,0,0,0.83,1,1.83,7010,0,0,27779,34789,20793,5256,26049,7010,1730,34789,0,12266,0,0,215,21,1144,8840,1507,35439,525,213
NY,0013,36,0013,0800141870,AURORA TOWN PUBLIC LIBRARY,550 MAIN STREET,EAST AURORA,14052,,7166524440,13872,1,2,0,0,2.5,2.5,6.1,8.6,34523,0,0,220031,254554,163514,21635,185149,36827,29151,251127,0,40109,2594,0,475,181,3172,NA,14612,208651,4,1099
NY,0014,36,0014,0800142020,EDEN LIBRARY,2799 EAST CHURCH STREET,EDEN,14057,,7169924028,7327,1,0,0,0,0,1,1.34,2.34,7900,0,0,45987,53887,28250,3632,31882,7900,14105,53887,39484,16314,324,0,103,52,1560,20540,4524,46386,0,548
NY,0015,36,0015,0800142120,ELMA PUBLIC LIBRARY,1860 BOWEN ROAD P. O. BOX 100,ELMA,14059,,7166522719,10574,1,0,0,0,2.5,2.5,6.5,9,19637,0,0,164979,184616,127851,22192,150043,19637,14936,184616,0,36720,1237,0,384,271,2132,79508,72592,126218,699,468
NY,0016,36,0016,0800142560,GOWANDA FREE LIBRARY,56 WEST MAIN STREET,GOWANDA,14070,,7165323451,2713,1,0,0,0,0,0.5,2.2,2.7,6000,0,0,43248,49248,26861,332,27193,12484,15242,54919,0,14964,0,0,60,38,1248,13832,3692,44241,0,97
NY,0017,36,0017,0800142590,GRAND ISLAND MEMORIAL LIBRARY,1715 BEDELL ROAD,GRAND ISLAND,14072,,7167737124,16770,1,0,0,0,2.2,2.2,4.65,6.85,10508,0,0,193146,203654,142603,21366,163969,10508,29178,203655,0,38170,2620,40,295,115,2340,68068,8424,147821,65,403
NY,0018,36,0018,0800142720,HAMBURG PUBLIC LIBRARY,102 BUFFALO STREET,HAMBURG,14075,,7166494415,53270,1,2,0,0,6.4,6.4,12.8,19.2,56174,0,0,513795,569969,389997,68082,458079,56755,54533,569367,85689,92955,3001,0,792,151,6656,217932,18252,339964,50,2333
NY,0019,36,0019,0800143380,TOWN OF TONAWANDA PUBLIC LIBRARY,160 DELAWARE ROAD,KENMORE,14217,,7168732861,91269,1,4,0,0,11,12,18,30,135881,0,0,990408,1126289,740703,124655,865358,140686,119971,1126015,0,141515,6402,0,1423,393,10140,421304,45113,863845,567,2557
NY,0020,36,0020,0800143440,LACKAWANNA PUBLIC LIBRARY,560 RIDGE ROAD,LACKAWANNA,14218,1320,7168230630,22701,1,0,0,0,2.05,2.05,3.67,5.72,9516,0,0,166815,176331,126222,26227,152449,9516,14366,176331,0,27069,716,0,180,86,2288,21840,7800,52510,NA,NA
NY,0021,36,0021,0800143520,LANCASTER PUBLIC LIBRARY,5466 BROADWAY,LANCASTER,14086,,7166831120,30144,1,1,0,0,5.2,5.2,8.5,13.7,39209,0,0,396301,435510,290764,49866,340630,42244,52919,435793,510,60676,1860,1,324,372,4680,156416,27092,237100,203,2293
NY,0022,36,0022,0800143910,MARILLA FREE LIBRARY,11637 BULLIS ROAD,MARILLA,14102,,7166527449,4861,1,0,0,0,0,0.87,1.97,2.84,6200,0,0,38086,44286,24194,2858,27052,6200,11035,44287,0,17037,30,0,95,77,1092,19500,1100,23607,10,126
NY,0023,36,0023,0800144610,NORTH COLLINS MEMORIAL LIBRARY,2021 CENTER STREET PO Box 730,NORTH COLLINS,14111,,7163373211,3791,1,0,0,0,0,0.95,0.66,1.61,6200,0,0,37273,43473,19760,2294,22054,6516,5208,33778,0,7480,67,0,344,58,1092,10400,3900,24513,0,190
NY,0024,36,0024,0800144820,ORCHARD PARK PUBLIC LIBRARY,S 4570 SOUTH BUFFALO STREET,ORCHARD PARK,14127,2920,7166629851,24359,1,0,0,0,3.2,3.2,5.7,8.9,34901,0,0,277366,312267,185971,32221,218192,36147,47781,302120,9674,46919,1828,0,261,133,2184,151580,18668,228776,586,1005
NY,0025,36,0025,0800146260,TOWN OF CONCORD PUBLIC LIBRARY,23 NORTH BUFFALO STREET,SPRINGVILLE,14141,,7165927742,8171,1,0,0,0,0,1,1.2,2.2,10700,0,0,48416,59116,27938,2783,30721,10700,11196,52617,0,16525,449,0,276,54,1560,39520,5460,63730,NA,853
NY,0026,36,0026,0800146470,CITY OF TONAWANDA PUBLIC LIBRARY,333 MAIN STREET,TONAWANDA,14150,,7166935043,18693,1,0,0,0,2.3,2.3,4.8,7.1,22000,0,0,199148,221148,135602,26685,162287,24147,28278,214712,3599,26857,419,0,562,90,2340,86112,12948,138844,110,396
NY,0027,36,0027,0800146922,AMHERST PUBLIC LIBRARY,350 JOHN JAMES AUDUBON PARKWAY,WEST AMHERST,14228,,7166884919,108706,1,3,0,0,14.18,14.18,36.16,50.34,175001,0,0,1070088,1245089,827935,130548,958483,191061,95459,1245003,0,178805,9989,1,3538,346,10920,673868,99163,1388185,88,4858
NY,0028,36,0028,0800146980,WEST SENECA PUBLIC LIBRARY,1300 UNION ROAD,WEST SENECA,14224,,7166742928,51210,1,0,0,0,3.5,3.5,6.6,10.1,42040,0,0,250518,292558,198103,31821,229924,42040,20594,292558,0,40857,1250,1,290,0,2496,191568,33176,291489,99,883
NY,0029,36,0029,1200000000,CHAUTAUQUA-CATTARAUGUS LIBRARY SYSTEM,106 WEST FIFTH STREET P.O. BOX 730,JAMESTOWN,14702,0730,7164847135,232622,1,0,1,39,6,7.5,25,32.5,162839,988185,53606,183803,1388433,546989,164041,711030,264153,353311,1328494,174517,170962,883,1154,3210,276,4420,NA,NA,103351,61880,2366
NY,0030,36,0030,1200040120,ALLEGANY PUBLIC LIBRARY,MAIN & THIRD STREETS,ALLEGANY,14706,,7163731056,2078,1,0,0,0,0,1,1.6,2.6,29400,616,0,14213,44229,23646,1928,25574,4508,8755,38837,1687,22003,126,0,139,46,2080,3900,1486,21919,89,240
NY,0031,36,0031,1200041160,CATTARAUGUS FREE LIBRARY,21 MAIN STREET,CATTARAUGUS,14719,,7162579500,1200,1,0,0,0,0,1,0.9,1.9,5800,311,0,7044,13155,7534,760,8294,2788,3522,14604,0,12937,0,0,43,24,1092,9880,1050,22581,0,677
NY,0032,36,0032,1200041715,DELEVAN YORKSHIRE PUBLIC LIBRARY,SCHOOL STREET BOX 185,DELEVAN,14042,,7164921961,3620,1,0,0,0,0.5,0.5,0.6,1.1,10050,427,0,15496,25973,6208,932,7140,4085,5601,16826,17069,17604,491,2,31,27,1300,13000,100,17714,54,453
NY,0033,36,0033,1200042090,ELLICOTTVILLE MEMORIAL LIBRARY,1 WASHINGTON STREET PO BOX 1226,ELLICOTTVILLE,14731,,7166992842,1677,1,0,0,0,0,0.7,0.3,1,8800,333,0,14434,23567,6327,843,7170,2074,2241,11485,3412,8237,128,0,117,69,1872,13000,2696,14442,20,270
NY,0034,36,0034,1200042380,BLOUNT LIBRARY INC,5 NORTH MAIN STREET,FRANKLINVILLE,14737,,7166765715,1887,1,0,0,0,0,1,0.2,1.2,13150,357,0,7127,20634,5807,400,6207,8187,4560,18954,0,13411,64,0,83,39,1040,6500,650,14531,8,39
NY,0035,36,0035,1200043660,MEMORIAL LIBRARY OF LITTLE VALLEY,110 ROCK CITY STREET,LITTLE VALLEY,14755,,7169386301,1203,1,0,0,0,0,0.8,0.03,0.83,5500,434,0,10731,16665,5413,433,5846,6406,7664,19916,0,12274,0,0,169,49,1456,10400,170,12175,28,418
NY,0036,36,0036,1200043800,KING MEMORIAL LIBRARY,TOWN HALL-MAPLE AVE 9294 ROUTE 16,MACHIAS,14101,,7163539915,2058,1,0,0,0,0,1,0.15,1.15,8842,288,0,2621,11751,6232,413,6645,2326,2201,11172,388,9181,181,0,166,19,1092,7280,390,11698,8,76
NY,0037,36,0037,1200044760,OLEAN PUBLIC LIBRARY,SECOND & LAURENS STREETS,OLEAN,14760,,7163720200,19721,1,0,0,0,4,6,9.35,15.35,477500,37371,0,112222,627093,262505,49662,312167,68387,233283,613837,12818,90677,2177,74,453,424,3484,211900,12190,206122,206,1695
NY,0038,36,0038,1200045340,PORTVILLE FREE LIBRARY,2 NORTH MAIN STREET P O BOX H,PORTVILLE,14770,,7169338441,1136,1,0,0,0,1,1,3.5,4.5,4500,1592,0,81102,87194,68873,6957,75830,15991,19211,111032,256,34318,2094,0,170,82,1716,NA,2016,46830,114,198
NY,0039,36,0039,1200045440,RANDOLPH FREE LIBRARY,26 JAMESTOWN STREET,RANDOLPH,14772,,7163583712,1398,1,0,0,0,0,1,0.85,1.85,16176,628,0,15345,32149,12345,2345,14690,12013,5446,32149,13049,18634,590,0,442,72,1560,NA,2460,36411,26,913
NY,0040,36,0040,1200045810,SALAMANCA PUBLIC LIBRARY,155 WILDWOOD AVENUE,SALAMANCA,14779,,7169451890,6890,1,0,0,0,1,1,4.5,5.5,190778,2470,0,10596,203844,89870,15729,105599,28157,34470,168226,16835,39889,923,50,250,126,3224,23400,7308,79210,80,757
NY,0041,36,0041,1200045815,SENECA NATION LIBRARY,PO BOX 231,SALAMANCA,14779,,7169453157,3234,1,2,0,0,0,1,4.1,5.1,0,155211,0,4408,159619,74636,14148,88784,24426,33123,146333,13125,19287,451,52,1626,194,5200,34840,7992,55167,86,244
NY,0042,36,0042,1200060290,ASHVILLE FREE LIBRARY,8 NORTH MAPLE STREET BOX # 397,ASHVILLE,14710,,7167639906,2400,1,0,0,0,0,1,0,1,3250,252,0,3458,6960,2102,423,2525,1966,2527,7018,0,7217,193,0,80,32,1040,4940,204,8850,16,62
